           Estrella  Planetas_en_Sistema  Distancia(pc) Tipo_Espectral      Temp_K  Radio_Sol  Masa_Sol                                                                                                                                                   Ref_Estrella
           HD 74156            HD 74156 c    2448.487260      3.678000   8.665000       7.997000   2753.983147       2541.579000      12.500000           Radial Velocity                                 <a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>
           HD 74156            HD 74156 b      51.635640      0.280000   1.675000       1.675000    532.362582        532.362582      13.500000           Radial Velocity                                 <a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>
          HD 125612           HD 125612 d    2822.726980      3.982000   7.178000       7.280000   2281.372305       2313.802400      12.700000           Radial Velocity                                 <a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>
          HD 125612           HD 125612 c       4.154660      0.051000   0.049000       0.049000     15.573592         15.573592       4.070000           Radial Velocity                                 <a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>
          HD 125612           HD 125612 b     557.699940      1.349000   2.974000       2.974000    945.221682        945.221682      13.200000           Radial Velocity                                 <a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>
          HD 207832           HD 207832 c    1155.700000      2.112000   0.730000       0.730000    232.015900        232.015900      14.000000           Radial Velocity               <a refstr=HAGHIGHIPOUR_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756...91H/abstract target=ref> Haghighipour et al. 2012 </a>
          HD 207832           HD 207832 b     160.070000      0.586000   0.560000       0.560000    177.984800        177.984800      14.200000           Radial Velocity                                 <a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>
          HD 108874           HD 108874 b     394.481230      1.040000   1.420000       1.420000    451.318600        451.318600      13.600000           Radial Velocity                           <a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>
          HD 108874           HD 108874 c    1624.000000      2.659000   0.990000       0.990000    314.640000        314.640000      13.800000           Radial Velocity                   <a refstr=WITTENMYER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJS..182...97W/abstract target=ref> Wittenmyer et al. 2009 </a>
           HD 68988            HD 68988 b       6.277110      0.070000   1.970000       1.970000    626.125100        626.125100      13.400000           Radial Velocity                           <a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>
           HD 43197            HD 43197 c    9295.973500      8.540000   7.868000            NaN   2500.673906               NaN      12.600000           Radial Velocity                                 <a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>
           HD 43197            HD 43197 b     308.920720      0.882000   0.553000       0.553000    175.759109        175.759109      14.200000           Radial Velocity                                 <a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>
          HD 154857           HD 154857 b     408.600010      1.290000   2.450000       2.450000    778.683500        778.683500      13.300000           Radial Velocity                           <a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>
          HD 154857           HD 154857 c    3452.000000      5.360000   2.580000       2.580000    819.970000        819.970000      13.200000           Radial Velocity                   <a refstr=WITTENMYER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...783..103W/abstract target=ref> Wittenmyer et al. 2014 </a>
          HD 108236           HD 108236 f      29.541150      0.175800   0.014900            NaN      4.720000               NaN       2.017000                   Transit                         <a refstr=BONFANTI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.157B/abstract target=ref>Bonfanti et al. 2021</a>
          HD 108236           TOI-1233.01      14.175685      0.107400   0.022000            NaN      6.980000               NaN       2.539000                   Transit                         <a refstr=BONFANTI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.157B/abstract target=ref>Bonfanti et al. 2021</a>
          HD 108236           HD 108236 b       3.795963      0.045270   0.010200            NaN      3.240000               NaN       1.615000                   Transit                         <a refstr=BONFANTI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.157B/abstract target=ref>Bonfanti et al. 2021</a>
          HD 108236           HD 108236 e      19.590025      0.136700   0.030600            NaN      9.710000               NaN       3.083000                   Transit                         <a refstr=BONFANTI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.157B/abstract target=ref>Bonfanti et al. 2021</a>
          HD 108236           HD 108236 c       6.203449      0.062000   0.015500            NaN      4.940000               NaN       2.071000                   Transit                         <a refstr=BONFANTI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.157B/abstract target=ref>Bonfanti et al. 2021</a>
           TOI-1203            TOI-1203 b       4.157289      0.048690   0.011044            NaN      3.510000               NaN       1.520000           Radial Velocity                         <a refstr=GANDOLFI_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250910136G/abstract target=ref>Gandolfi et al. 2025</a>
           TOI-1203           TOI-1203.01      25.502672      0.163200   0.023252            NaN      7.390000               NaN       2.918000                   Transit                         <a refstr=GANDOLFI_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250910136G/abstract target=ref>Gandolfi et al. 2025</a>
           TOI-1203            TOI-1203 c      13.076600           NaN   0.017179       0.017179      5.460000          5.460000       2.200000           Radial Velocity                         <a refstr=GANDOLFI_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250910136G/abstract target=ref>Gandolfi et al. 2025</a>
           TOI-1203            TOI-1203 e     204.590000           NaN   0.132461       0.132461     42.100000         42.100000       7.310000           Radial Velocity                         <a refstr=GANDOLFI_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250910136G/abstract target=ref>Gandolfi et al. 2025</a>
          HD 163607           HD 163607 c    1272.000000      2.390000   2.201000       2.201000    699.543830        699.543830      13.300000           Radial Velocity                                 <a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>
          HD 163607           HD 163607 b      75.220300      0.362000   0.783600       0.783600    249.051588        249.051588      13.900000           Radial Velocity                                 <a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>
           TOI-6041            TOI-6041 c      88.000000      0.372100   0.245101       0.245101     77.900000         77.900000      10.500000           Radial Velocity                            <a refstr=HEIDARI_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...707A.134H/abstract target=ref>Heidari et al. 2026</a>
           TOI-6041            TOI-6041 b      26.049450      0.165100   0.090930       0.090930     28.900000         28.900000       4.550000                   Transit                            <a refstr=HEIDARI_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...707A.134H/abstract target=ref>Heidari et al. 2026</a>
          HD 200964           HD 200964 b     606.300000      1.565000   1.599000       1.599000    508.210170        508.210170      13.500000           Radial Velocity                                 <a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>
          HD 200964           HD 200964 c     852.500000      1.960000   1.214000       1.214000    385.845620        385.845620      13.700000           Radial Velocity                                 <a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>
          HD 219828           HD 219828 b       3.834830      0.049000   0.060000       0.060000     19.069704         19.069704       4.590000           Radial Velocity                                 <a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>
          HD 159243           HD 159243 c     248.400000      0.800000   1.900000       1.900000    603.900000        603.900000      13.400000           Radial Velocity                         <a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>
          HD 159243           HD 159243 b      12.620000      0.110000   1.130000       1.130000    359.130000        359.130000      13.700000           Radial Velocity                         <a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>
            TOI-421             TOI-421 c      16.067541      0.117000   0.044364            NaN     14.100000               NaN       5.090000                   Transit                               <a refstr=KRENN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...686A.301K/abstract target=ref>Krenn et al. 2024</a>
            TOI-421             TOI-421 b       5.197576      0.055400   0.021081            NaN      6.700000               NaN       2.640000                   Transit                               <a refstr=KRENN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...686A.301K/abstract target=ref>Krenn et al. 2024</a>
            HD 4203             HD 4203 c    6700.000000      6.950000   2.170000       2.170000    689.660000        689.660000      13.300000           Radial Velocity                               <a refstr=KANE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...785...93K/abstract target=ref> Kane et al. 2014 </a>
            HD 4203             HD 4203 b     431.880000      1.170000   2.230000       2.230000    708.760900        708.760900      13.300000           Radial Velocity                           <a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>
           TOI-1062            TOI-1062 c       7.972000      0.080000   0.030771       0.030771      9.780000          9.780000       3.100000           Radial Velocity                               <a refstr=OTEGI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.105O/abstract target=ref>Otegi et al. 2021</a>
           TOI-1062            TOI-1062 b       4.112960      0.052000   0.031935       0.031935     10.150000         10.150000       2.265000                   Transit                               <a refstr=OTEGI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.105O/abstract target=ref>Otegi et al. 2021</a>
         HD 93963 A          HD 93963 A c       3.645139      0.047260   0.057893            NaN     18.400000               NaN       3.119761                   Transit                         <a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>
         HD 93963 A          HD 93963 A b       1.037611      0.020610   0.008810            NaN      2.800000               NaN       1.469544                   Transit                         <a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>
             75 Cet              75 Cet c    2051.620000      3.929000   0.912000       0.912000    289.859507        289.859507      13.900000           Radial Velocity                                  <a refstr=TENG_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023PASJ...75.1030T/abstract target=ref>Teng et al. 2023</a>
             75 Cet              75 Cet b     696.620000      1.912000   2.479000       2.479000    787.896621        787.896621      13.300000           Radial Velocity                                  <a refstr=TENG_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023PASJ...75.1030T/abstract target=ref>Teng et al. 2023</a>
           HD 75784            HD 75784 b     341.200000      1.032000   1.000000       1.000000    317.830000        317.830000      13.800000           Radial Velocity                                 <a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>
           HD 75784            HD 75784 c    7900.000000      8.400000   5.640000       5.640000   1792.561200       1792.561200      12.800000           Radial Velocity                                 <a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>
            TOI-561             TOI-561 b       0.446570      0.010640   0.006356            NaN      2.020000               NaN       1.397000                   Transit                             <a refstr=PIOTTO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.535.2763P/abstract target=ref>Piotto et al. 2024</a>
            TOI-561             TOI-561 c      10.778838      0.088900   0.018658            NaN      5.930000               NaN       2.865000                   Transit                             <a refstr=PIOTTO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.535.2763P/abstract target=ref>Piotto et al. 2024</a>
            TOI-561             TOI-561 e      77.144000      0.330000   0.039015            NaN     12.400000               NaN       2.517000                   Transit                             <a refstr=PIOTTO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.535.2763P/abstract target=ref>Piotto et al. 2024</a>
            TOI-561             TOI-561 d      25.712680      0.158700   0.041941            NaN     13.330000               NaN       2.615000                   Transit                             <a refstr=PIOTTO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.535.2763P/abstract target=ref>Piotto et al. 2024</a>
             WASP-8              WASP-8 b       8.158720      0.080100   2.540000            NaN    807.288200               NaN      12.666170                   Transit                           <a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>
             WASP-8              WASP-8 c    4323.000000      5.280000   9.450000       9.450000   3003.370000       3003.370000      12.500000           Radial Velocity                         <a refstr=KNUTSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...785..126K/abstract target=ref> Knutson et al. 2014 </a>
           HD 48265            HD 48265 b     778.510000      1.814000   7.400000       1.525000   2351.930212        484.690750      12.600000           Radial Velocity                           <a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>
           HD 48265            HD 48265 c   10418.000000     10.400000   4.450000       4.090000   1414.336411       1299.918185      12.900000           Radial Velocity                                      <a refstr=WU_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026AJ....171..189W/abstract target=ref>Wu et al. 2026</a>
            TOI-763             TOI-763 c      12.273700      0.101100   0.029324       0.029890      9.320000          9.500000       2.630000                   Transit                         <a refstr=FRIDLUND_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.4503F/abstract target=ref>Fridlund et al. 2020</a>
            TOI-763             TOI-763 b       5.605700      0.060000   0.030803       0.031526      9.790000         10.020000       2.280000                   Transit                         <a refstr=FRIDLUND_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.4503F/abstract target=ref>Fridlund et al. 2020</a>
           HD 73526            HD 73526 c     379.100000      1.030000   2.250000       2.250000    715.090000        715.090000      13.300000           Radial Velocity                  <a refstr=WITTENMYER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...780..140W/abstract target=ref>  Wittenmyer et al. 2014 </a>
           HD 73526            HD 73526 b     188.300000      0.650000   3.080000       3.080000    978.916400        978.916400      13.100000           Radial Velocity                           <a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>
            TOI-199             TOI-199 c     273.690000      0.807000   0.280000            NaN     88.991954               NaN      11.400000 Transit Timing Variations                              <a refstr=HOBSON_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..201H/abstract target=ref>Hobson et al. 2023</a>
            TOI-199             TOI-199 b     104.854000      0.425400   0.170000            NaN     54.030829               NaN       9.079274                   Transit                              <a refstr=HOBSON_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..201H/abstract target=ref>Hobson et al. 2023</a>
             K2-229              K2-229 b       0.584216      0.013100   0.008023            NaN      2.550000               NaN       1.000000                   Transit                               <a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>
             K2-229              K2-229 c       8.327270      0.076900   0.022024            NaN      7.000000               NaN       2.030000                   Transit                     <a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>
          HD 224018           HD 224018 b      10.641300      0.095200   0.012900            NaN      4.100000               NaN       0.910000           Radial Velocity                            <a refstr=DAMASSO_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...702A.118D/abstract target=ref>Damasso et al. 2025</a>
          HD 224018           HD 224018 c      36.576690      0.217000   0.032722            NaN     10.400000               NaN       2.420000                   Transit                            <a refstr=DAMASSO_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...702A.118D/abstract target=ref>Damasso et al. 2025</a>
          HD 224018           HD 224018 d     138.073100      0.530000   0.013215            NaN      4.200000               NaN       2.400000                   Transit                            <a refstr=DAMASSO_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...702A.118D/abstract target=ref>Damasso et al. 2025</a>
          HD 110113           HD 110113 c       6.744000      0.068000   0.033037       0.033037     10.500000         10.500000       2.113848           Radial Velocity                             <a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.502.4842O/abstract target=ref>Osborn et al. 2021</a>
          HD 110113           HD 110113 b       2.541000      0.035000   0.014316            NaN      4.550000               NaN       2.050000                   Transit                             <a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.502.4842O/abstract target=ref>Osborn et al. 2021</a>
          HD 152843           HD 152843 c      19.502104      0.148200   0.030425            NaN      9.670000               NaN       5.940000                   Transit                       <a refstr=NICHOLSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.532.4632N/abstract target=ref>Nicholson et al. 2024</a>
          HD 152843           HD 152843 b      11.620710      0.104900   0.030897            NaN      9.820000               NaN       3.050000                   Transit                       <a refstr=NICHOLSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.532.4632N/abstract target=ref>Nicholson et al. 2024</a>
          HD 147873           HD 147873 c     491.540000      1.360000   2.300000       2.300000    731.009000        731.009000      13.300000           Radial Velocity                           <a refstr=JENKINS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.466..443J/abstract target=ref>Jenkins et al. 2017</a>
          HD 147873           HD 147873 b     116.596000      0.522000   5.140000       5.140000   1633.646200       1633.646200      12.800000           Radial Velocity                           <a refstr=JENKINS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.466..443J/abstract target=ref>Jenkins et al. 2017</a>
           HD 80653            HD 80653 b       0.719573      0.016610   0.017997            NaN      5.720000               NaN       1.613000                   Transit                              <a refstr=BONOMO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...677A..33B/abstract target=ref>Bonomo et al. 2023</a>
           HD 80653              K2-312 c     921.200000      1.961000   5.410000       5.410000   1719.451682       1719.451682      12.800000           Radial Velocity                              <a refstr=BONOMO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...677A..33B/abstract target=ref>Bonomo et al. 2023</a>
           TOI-1288            TOI-1288 b       2.699828      0.037400   0.138754            NaN     44.100000               NaN       4.968466                   Transit                         <a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>
           TOI-1288            TOI-1288 c     416.000000      1.070000   0.269642       0.269642     85.700000         85.700000      11.100000           Radial Velocity                         <a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>
            HD 5319             HD 5319 c     872.200000      1.930000   1.053000       1.053000    334.674990        334.674990      13.800000           Radial Velocity                                 <a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>
            HD 5319             HD 5319 b     637.100000      1.570000   1.556000       1.556000    494.543480        494.543480      13.500000           Radial Velocity                                 <a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>
            TOI-451             TOI-451 b       1.858703      0.027400   0.014788            NaN      4.700000               NaN       1.840000                   Transit                   <a refstr=BARRAGAN_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.546ag087B/abstract target=ref>Barrag&aacute;n et al. 2026</a>
            TOI-451             TOI-451 d      16.364962      0.116800   0.032093            NaN     10.200000               NaN       3.930000                   Transit                   <a refstr=BARRAGAN_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.546ag087B/abstract target=ref>Barrag&aacute;n et al. 2026</a>
            TOI-451             TOI-451 c       9.192463      0.079500   0.011642            NaN      3.700000               NaN       2.930000                   Transit                   <a refstr=BARRAGAN_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.546ag087B/abstract target=ref>Barrag&aacute;n et al. 2026</a>
          HIP 67522           HIP 67522 c      14.334892      0.122800   0.152000            NaN     48.300000               NaN       7.935958                   Transit                             <a refstr=BARBER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...973L..30B/abstract target=ref>Barber et al. 2024</a>
          HIP 67522           HIP 67522 b       6.959473      0.074800   0.225000            NaN     71.400000               NaN       9.987202                   Transit                             <a refstr=BARBER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...973L..30B/abstract target=ref>Barber et al. 2024</a>
           TOI-5398            TOI-5398 b      10.590547      0.098000   0.184691            NaN     58.700000               NaN      10.300000                   Transit                          <a refstr=MANTOVAN_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...682A.129M/abstract target=ref>Mantovan et al. 2024</a>
           TOI-5398            TOI-5398 c       4.772710      0.057000   0.037127            NaN     11.800000               NaN       3.520000                   Transit                          <a refstr=MANTOVAN_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...682A.129M/abstract target=ref>Mantovan et al. 2024</a>
           HD 95089            HD 95089 c    1785.000000      3.330000   3.450000       3.450000   1096.513500       1096.513500      13.100000           Radial Velocity                                 <a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>
           HD 95089            HD 95089 b     464.400000      1.360000   1.260000       1.260000    400.465800        400.465800      13.700000           Radial Velocity                                 <a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>
           TOI-1386            TOI-1386 c     232.000000      0.750000   0.236606       0.236606     75.200000         75.200000      10.300000           Radial Velocity                         <a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>
           TOI-1386            TOI-1386 b      25.840100      0.173000   0.144103       0.148000     45.800000         47.038604       6.216386                   Transit                         <a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>
             XO-2 S              XO-2 S b      18.220000      0.134700   0.260000       0.260000     82.635386         82.635386      10.900000           Radial Velocity                          <a refstr=RUGGIERI_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A.116R/abstract target=ref>Ruggieri et al. 2024</a>
             XO-2 S              XO-2 S c     120.059000      0.473700   1.380000       1.380000    438.603202        438.603202      13.600000           Radial Velocity                          <a refstr=RUGGIERI_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A.116R/abstract target=ref>Ruggieri et al. 2024</a>
             XO-2 S              XO-2 S d    4696.000000      5.460000   3.710000       3.710000   1179.143390       1179.143390      13.000000           Radial Velocity                          <a refstr=RUGGIERI_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A.116R/abstract target=ref>Ruggieri et al. 2024</a>
           TOI-6109            TOI-6109 b       5.690476      0.059900   0.066400            NaN     21.100000               NaN       4.870400                   Transit                            <a refstr=DATTILO_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170..318D/abstract target=ref>Dattilo et al. 2025</a>
           TOI-6109            TOI-6109 c       8.538878      0.078600   0.065500            NaN     20.800000               NaN       4.832600                   Transit                            <a refstr=DATTILO_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170..318D/abstract target=ref>Dattilo et al. 2025</a>
             XO-2 N              XO-2 N b       2.615859      0.036660   0.629000       0.594000    199.915070        188.790074      11.130537                   Transit                          <a refstr=RUGGIERI_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A.116R/abstract target=ref>Ruggieri et al. 2024</a>
           TOI-1422            TOI-1422 c      34.563300      0.205000   0.044049            NaN     14.000000               NaN       2.610000           Radial Velocity                      <a refstr=NAPONIELLO_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.545f2030N/abstract target=ref>Naponiello et al. 2026</a>
           TOI-1422            TOI-1422 b      12.998940      0.107000   0.029890            NaN      9.500000               NaN       3.830000                   Transit                      <a refstr=NAPONIELLO_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.545f2030N/abstract target=ref>Naponiello et al. 2026</a>
          HD 137496           HD 137496 b       1.621160      0.027320   0.012711            NaN      4.040000               NaN       1.310000                   Transit               <a refstr=AZEVEDO_SILVA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...657A..68A/abstract target=ref>Azevedo Silva et al. 2022</a>
          HD 137496           HD 137496 c     479.900000      1.216300   7.660000       7.660000   2434.565598       2434.565598      12.600000           Radial Velocity               <a refstr=AZEVEDO_SILVA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...657A..68A/abstract target=ref>Azevedo Silva et al. 2022</a>
              K2-32               K2-32 e       4.349340      0.048990   0.006607            NaN      2.100000               NaN       1.212000                   Transit                       <a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>
              K2-32               K2-32 c      20.660930      0.138430   0.025485            NaN      8.100000               NaN       3.134000                   Transit                       <a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>
              K2-32               K2-32 d      31.717010      0.184220   0.021081            NaN      6.700000               NaN       3.484000                   Transit                       <a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>
              K2-32               K2-32 b       8.992000      0.079500   0.047195            NaN     15.000000               NaN       5.299000                   Transit                       <a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>
            CoRoT-7             CoRoT-7 b       0.853592      0.017016   0.012826            NaN      4.076605               NaN       1.681350                   Transit                           <a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>
            CoRoT-7             CoRoT-7 c       3.698000      0.046000   0.026429            NaN      8.400000               NaN       2.830000           Radial Velocity                           <a refstr=QUELOZ_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...506..303Q/abstract target=ref> Queloz et al. 2009 </a>
