      Estrella  Planetas_en_Sistema  Distancia(pc) Tipo_Espectral      Temp_K  Radio_Sol  Masa_Sol                                                                                                                                                        Ref_Estrella
       TOI-178        TOI-178 b       1.914560      0.026070   0.003020            NaN      0.960000               NaN       1.200000                   Transit                                    <a refstr=LELEU_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.211L/abstract target=ref>Leleu et al. 2024</a>
       TOI-178        TOI-178 f      15.233350      0.103900   0.017714            NaN      5.630000               NaN       2.417000                   Transit                                    <a refstr=LELEU_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.211L/abstract target=ref>Leleu et al. 2024</a>
       TOI-178        TOI-178 e       9.963180      0.078300   0.010949            NaN      3.480000               NaN       2.301000                   Transit                                    <a refstr=LELEU_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.211L/abstract target=ref>Leleu et al. 2024</a>
       TOI-178        TOI-178 d       6.557569      0.059200   0.016361            NaN      5.200000               NaN       2.695000                   Transit                                    <a refstr=LELEU_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.211L/abstract target=ref>Leleu et al. 2024</a>
       TOI-178        TOI-178 g      20.716630      0.127500   0.013844            NaN      4.400000               NaN       2.939000                   Transit                                    <a refstr=LELEU_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.211L/abstract target=ref>Leleu et al. 2024</a>
     HD 177830      HD 177830 c     110.900000      0.513700   0.150000       0.150000     47.672500         47.672500       7.870000           Radial Velocity                          <a refstr=MESCHIARI_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...727..117M/abstract target=ref> Meschiari et al. 2011 </a>
     HD 177830      HD 177830 b     410.100010      1.140000   1.690000       1.690000    537.132700        537.132700      13.500000           Radial Velocity                                <a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>
     HIP 67851      HIP 67851 b      89.230000      0.420000   1.150000       1.150000    365.502668        365.502668      13.700000           Radial Velocity                               <a refstr=FONTANET_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...699A..38F/abstract target=ref>Fontanet et al. 2025</a>
     HIP 67851      HIP 67851 c    3128.410000      4.550000   6.937000       4.970000   2204.775659       1579.607183      12.700000           Radial Velocity                               <a refstr=FONTANET_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...699A..38F/abstract target=ref>Fontanet et al. 2025</a>
      WASP-107       WASP-107 b       5.721488      0.055000   0.096000            NaN     30.511527               NaN      10.536460                   Transit                                           <a refstr=WU_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026ApJ...996L..28W/abstract target=ref>Wu et al. 2026</a>
      WASP-107       WASP-107 c    1066.000000           NaN   0.350000       0.350000    111.239942        111.239942      13.000000           Radial Velocity                                           <a refstr=WU_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026ApJ...996L..28W/abstract target=ref>Wu et al. 2026</a>
     HIP 97166      HIP 97166 b      10.288914      0.091000   0.060095            NaN     19.100000               NaN       2.480134                   Transit                              <a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>
     HIP 97166      HIP 97166 c      16.432000      0.124000   0.025171       0.025171      8.000000          8.000000       2.750000           Radial Velocity                              <a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>
        K2-233         K2-233 c       7.060240      0.066400   0.014473            NaN      4.600000               NaN       1.272000                   Transit            <a refstr=BARRAG_AMP_AACUTE_N_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.522.3458B/abstract target=ref>Barrag&aacute;n et al. 2023</a>
        K2-233         K2-233 b       2.467583      0.032930   0.007551            NaN      2.400000               NaN       1.315000                   Transit            <a refstr=BARRAG_AMP_AACUTE_N_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.522.3458B/abstract target=ref>Barrag&aacute;n et al. 2023</a>
        K2-233         K2-233 d      24.368100      0.151600   0.032407            NaN     10.300000               NaN       2.363000                   Transit            <a refstr=BARRAG_AMP_AACUTE_N_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.522.3458B/abstract target=ref>Barrag&aacute;n et al. 2023</a>
      TOI-1238       TOI-1238 b       0.764597      0.013900   0.011830       0.011799      3.760000          3.750000       1.210000                   Transit <a refstr=GONZALEZ_ALVAREZ_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...658A.138G/abstract target=ref>Gonz&aacute;lez-&Aacute;lvarez et al. 2022</a>
      TOI-1238       TOI-1238 c       3.294736      0.037000   0.026178       0.026178      8.320000          8.320000       2.110000                   Transit <a refstr=GONZALEZ_ALVAREZ_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...658A.138G/abstract target=ref>Gonz&aacute;lez-&Aacute;lvarez et al. 2022</a>
        24 Sex         24 Sex c     883.000000      2.080000   0.860000       0.860000    273.320000        273.320000      13.900000           Radial Velocity                              <a refstr=JOHNSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1007.4552J/abstract target=ref> Johnson et al. 2010 </a>
        24 Sex         24 Sex b     452.800000      1.333000   1.990000       1.990000    632.460000        632.460000      13.400000           Radial Velocity                              <a refstr=JOHNSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1007.4552J/abstract target=ref> Johnson et al. 2010 </a>
        K2-155         K2-155 b       6.342000      0.056200   0.012300            NaN      3.890000               NaN       1.800000                   Transit          <a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.476L..50D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>
        K2-155         K2-155 d      40.718000      0.193700   0.013400            NaN      4.270000               NaN       1.900000                   Transit          <a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.476L..50D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>
        K2-155         K2-155 c      13.850000      0.094600   0.022900            NaN      7.270000               NaN       2.600000                   Transit          <a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.476L..50D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>
      TOI-1260       TOI-1260 b       3.127463      0.036700   0.026933            NaN      8.560000               NaN       2.410000                   Transit                                         <a refstr=LAM_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.1437L/abstract target=ref>Lam et al. 2023</a>
      TOI-1260       TOI-1260 c       7.493134      0.065700   0.041532            NaN     13.200000               NaN       2.760000                   Transit                                         <a refstr=LAM_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.1437L/abstract target=ref>Lam et al. 2023</a>
      TOI-1260       TOI-1260 d      16.608164      0.111600   0.037253            NaN     11.840000               NaN       3.120000                   Transit                                         <a refstr=LAM_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.1437L/abstract target=ref>Lam et al. 2023</a>
       TOI-969        TOI-969 b       1.823730      0.026360   0.028632            NaN      9.100000               NaN       2.765000                   Transit                             <a refstr=LILLO_BOX_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A.109L/abstract target=ref>Lillo-Box et al. 2023</a>
       TOI-238        TOI-238 c       8.465651      0.074900   0.021081            NaN      6.700000               NaN       2.180000           Radial Velocity <a refstr=SUAREZ_MASCARENO_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...685A..56S/abstract target=ref>Su&aacute;rez Mascare&ntilde;o et al. 2024</a>
       TOI-238        TOI-238 b       1.273099      0.021200   0.010603            NaN      3.370000               NaN       1.559000                   Transit                                    <a refstr=EGGER_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...696A..28E/abstract target=ref>Egger et al. 2025</a>
      TOI-2345       TOI-2345 c      21.064302      0.125700   0.022874            NaN      7.270000               NaN       2.451000                   Transit                                   <a refstr=ESCHEN_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.544.2614E/abstract target=ref>Eschen et al. 2025</a>
      TOI-2345       TOI-2345 b       1.052857      0.017050   0.010981            NaN      3.490000               NaN       1.504000                   Transit                                   <a refstr=ESCHEN_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.544.2614E/abstract target=ref>Eschen et al. 2025</a>
      TOI-2093       TOI-2093 b      12.836000      0.097000   0.033351       0.033351     10.600000         10.600000       3.250000           Radial Velocity                       <a refstr=SANZ_FORCADA_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...703A..93S/abstract target=ref>Sanz-Forcada et al. 2025</a>
      TOI-2093       TOI-2093 c      53.811490      0.257000   0.049712       0.049712     15.800000         15.800000       2.300000                   Transit                       <a refstr=SANZ_FORCADA_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...703A..93S/abstract target=ref>Sanz-Forcada et al. 2025</a>
      HD 47366       HD 47366 c     677.530000      1.840000   1.522000       1.522000    483.734835        483.734835      13.500000           Radial Velocity                                       <a refstr=TENG_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023PASJ...75.1030T/abstract target=ref>Teng et al. 2023</a>
      HD 47366       HD 47366 b     360.080000      1.207000   2.082000       2.082000    661.718743        661.718743      13.400000           Radial Velocity                                       <a refstr=TENG_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023PASJ...75.1030T/abstract target=ref>Teng et al. 2023</a>
    HIP 111909     HIP 111909 c     893.630000      1.970000   0.810000       0.810000    257.441010        257.441010      13.900000           Radial Velocity                                 <a refstr=JENKINS_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...704A.283J/abstract target=ref>Jenkins et al. 2025</a>
    HIP 111909     HIP 111909 b     487.080000      1.320000   1.210000       1.210000    384.572372        384.572372      13.700000           Radial Velocity                                 <a refstr=JENKINS_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...704A.283J/abstract target=ref>Jenkins et al. 2025</a>
       HD 1605        HD 1605 b     577.200000      1.492000   0.934000       0.934000    296.853220        296.853220      13.800000           Radial Velocity                                      <a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>
       HD 1605        HD 1605 c    2149.000000      3.584000   3.620000       3.620000   1150.544600       1150.544600      13.000000           Radial Velocity                                      <a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>
     HD 118203      HD 118203 b       6.134978      0.071300   2.140000       2.165000    680.152791        688.098501      12.778238           Radial Velocity                                    <a refstr=ZHANG_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168..295Z/abstract target=ref>Zhang et al. 2024</a>
      HAT-P-17       HAT-P-17 b      10.338520      0.089200   0.580000            NaN    184.341400               NaN      11.769450                   Transit                                <a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>
      HAT-P-17       HAT-P-17 c    5584.000000      5.600000   3.400000       3.400000   1080.600000       1080.600000      13.100000           Radial Velocity                                <a refstr=FULTON_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...772...80F/abstract target=ref> Fulton et al. 2013 </a>
TYC 8998-760-1 TYC 8998-760-1 c            NaN    320.000000   6.000000            NaN   1906.980000               NaN      12.329900                   Imaging                                                                                                                                                                 NaN
       WASP-84        WASP-84 b       8.523496      0.077800   0.692000            NaN    220.000000               NaN      10.720000                   Transit                         <a refstr=MACIEJEWSKI_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.525L..43M/abstract target=ref>Maciejewski et al. 2023</a>
       WASP-84        WASP-84 c       1.446885      0.023590   0.048000            NaN     15.200000               NaN       1.950000                   Transit                         <a refstr=MACIEJEWSKI_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.525L..43M/abstract target=ref>Maciejewski et al. 2023</a>
      HD 33844       HD 33844 c     916.000000      2.240000   1.750000       1.750000    556.202500        556.202500      13.500000           Radial Velocity                          <a refstr=WITTENMYER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...818...35W/abstract target=ref>Wittenmyer et al. 2016</a>
      HD 33844       HD 33844 b     551.400020      1.600000   2.010000       2.010000    638.838300        638.838300      13.400000           Radial Velocity                                <a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>
     V1298 Tau      V1298 Tau d      12.401394      0.108100   0.018878            NaN      6.000000               NaN       6.530000                   Transit                           <a refstr=LIVINGSTON_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026Natur.649..310L/abstract target=ref>Livingston et al. 2026</a>
     V1298 Tau      V1298 Tau c       8.249164      0.082400   0.014788            NaN      4.700000               NaN       5.080000                   Transit                           <a refstr=LIVINGSTON_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026Natur.649..310L/abstract target=ref>Livingston et al. 2026</a>
     V1298 Tau      V1298 Tau b      24.140006      0.168500   0.041217            NaN     13.100000               NaN       9.410000                   Transit                           <a refstr=LIVINGSTON_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026Natur.649..310L/abstract target=ref>Livingston et al. 2026</a>
     V1298 Tau      V1298 Tau e      48.677714      0.268900   0.048139            NaN     15.300000               NaN      10.170000                   Transit                           <a refstr=LIVINGSTON_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026Natur.649..310L/abstract target=ref>Livingston et al. 2026</a>
         K2-36          K2-36 c       5.340888      0.055280   0.024856            NaN      7.900000               NaN       3.200000                   Transit                                   <a refstr=BONOMO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...677A..33B/abstract target=ref>Bonomo et al. 2023</a>
         K2-36          K2-36 b       1.422614      0.022880   0.013529            NaN      4.300000               NaN       1.430000                   Transit                                   <a refstr=BONOMO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...677A..33B/abstract target=ref>Bonomo et al. 2023</a>
      TOI-1438       TOI-1438 c       9.428089      0.083000   0.033351            NaN     10.600000               NaN       2.750000                   Transit                                 <a refstr=PERSSON_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...702A..69P/abstract target=ref>Persson et al. 2025</a>
      TOI-1438       TOI-1438 b       5.139670      0.055300   0.029576            NaN      9.400000               NaN       3.040000                   Transit                                 <a refstr=PERSSON_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...702A..69P/abstract target=ref>Persson et al. 2025</a>
       TOI-125        TOI-125 b       4.653820      0.051860   0.029890            NaN      9.500000               NaN       2.726000                   Transit                                <a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>
       TOI-125        TOI-125 d      19.980000      0.137000   0.042790            NaN     13.600000               NaN       2.930000                   Transit                                <a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>
       TOI-125        TOI-125 c       9.150590      0.081400   0.020860            NaN      6.630000               NaN       2.759000                   Transit                                <a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>
        PDS 70         PDS 70 c            NaN     34.300000   7.500000       8.000000   2383.713052       2542.640000      22.193782                   Imaging                                                                                                                                                                 NaN
        PDS 70         PDS 70 b   43500.000000     20.800000   3.200000            NaN   1017.050902               NaN      21.969602                   Imaging                                <a refstr=KEPPLER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...617A..44K/abstract target=ref>Keppler et al. 2018</a>
      HD 33142       HD 33142 c     810.200000      1.955000   0.890000       0.890000    282.867282        282.867282      13.900000           Radial Velocity                               <a refstr=TRIFONOV_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..156T/abstract target=ref>Trifonov et al. 2022</a>
      HD 33142       HD 33142 b     330.000000      1.074000   1.260000       1.260000    400.463793        400.463793      13.700000           Radial Velocity                               <a refstr=TRIFONOV_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..156T/abstract target=ref>Trifonov et al. 2022</a>
      HD 33142       HD 33142 d      89.900000      0.452000   0.200000       0.200000     63.565681         63.565681       9.320000           Radial Velocity                               <a refstr=TRIFONOV_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..156T/abstract target=ref>Trifonov et al. 2022</a>
      WASP-132       WASP-132 d    1816.600000      2.710000   5.160000       5.160000   1639.994580       1639.994580      12.800000           Radial Velocity                                <a refstr=GRIEVES_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...693A.144G/abstract target=ref>Grieves et al. 2025</a>
      WASP-132       WASP-132 b       7.133516      0.067400   0.428000            NaN    136.030558               NaN      10.099292                   Transit                                <a refstr=GRIEVES_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...693A.144G/abstract target=ref>Grieves et al. 2025</a>
      WASP-132       WASP-132 c       1.011536      0.018330   0.019696            NaN      6.260000               NaN       1.841000                   Transit                                <a refstr=GRIEVES_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...693A.144G/abstract target=ref>Grieves et al. 2025</a>
     HD 116029      HD 116029 c     907.000000           NaN   1.270000       1.270000    403.644100        403.644100      13.700000           Radial Velocity                                    <a refstr=BRYAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...821...89B/abstract target=ref>Bryan et al. 2016</a>
     HD 116029      HD 116029 b     670.000000      1.650000   1.400000       1.400000    444.962000        444.962000      13.600000           Radial Velocity                                <a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>
      HD 87816       HD 87816 b     484.170000      1.618000   6.740000       6.740000   2142.163463       2142.163463      12.700000           Radial Velocity                               <a refstr=FONTANET_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...699A..38F/abstract target=ref>Fontanet et al. 2025</a>
      TOI-4311       TOI-4311 c      15.070425      0.111600   0.042727            NaN     13.580000               NaN       2.470000                   Transit                                   <a refstr=ESCHEN_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260512324E/abstract target=ref>Eschen et al. 2026</a>
      TOI-4311       TOI-4311 b       0.990274      0.018170   0.014159            NaN      4.500000               NaN       1.376000                   Transit                                   <a refstr=ESCHEN_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260512324E/abstract target=ref>Eschen et al. 2026</a>
      HD 95089       HD 95089 c    1785.000000      3.330000   3.450000       3.450000   1096.513500       1096.513500      13.100000           Radial Velocity                                      <a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>
      HD 95089       HD 95089 b     464.400000      1.360000   1.260000       1.260000    400.465800        400.465800      13.700000           Radial Velocity                                      <a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>
      HD 99706       HD 99706 c    1278.000000           NaN   5.690000       5.690000   1808.452700       1808.452700      12.800000           Radial Velocity                                    <a refstr=BRYAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...821...89B/abstract target=ref>Bryan et al. 2016</a>
      HD 99706       HD 99706 b     841.000000      1.980000   1.230000       1.230000    390.930900        390.930900      13.700000           Radial Velocity                                      <a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>
       TOI-942        TOI-942 c      10.156272      0.085980   0.116414            NaN     37.000000               NaN       4.670000                   Transit                                    <a refstr=WIRTH_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...917L..34W/abstract target=ref>Wirth et al. 2021</a>
       TOI-942        TOI-942 b       4.324210      0.048660   0.050341            NaN     16.000000               NaN       3.890000                   Transit                                    <a refstr=WIRTH_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...917L..34W/abstract target=ref>Wirth et al. 2021</a>
    Kepler-411     Kepler-411 e      31.509728      0.186000   0.033980            NaN     10.800000               NaN       3.280000 Transit Timing Variations                                        <a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>
    Kepler-411     Kepler-411 b       3.005156      0.037500   0.080546            NaN     25.600000               NaN       2.401000                   Transit                                        <a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>
    Kepler-411     Kepler-411 c       7.834435      0.073900   0.083063            NaN     26.400000               NaN       4.421000                   Transit                                        <a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>
    Kepler-411     Kepler-411 d      58.020350      0.279000   0.047824            NaN     15.200000               NaN       3.319000                   Transit                                        <a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>
        K2-285         K2-285 c       7.138048      0.082400   0.049335            NaN     15.680000               NaN       3.530000                   Transit                                    <a refstr=PALLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A..41P/abstract target=ref>Palle et al. 2019</a>
        K2-285         K2-285 d      10.455820      0.117800   0.020451            NaN      6.500000               NaN       2.480000                   Transit                                    <a refstr=PALLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A..41P/abstract target=ref>Palle et al. 2019</a>
        K2-285         K2-285 e      14.762890      0.180410   0.033666            NaN     10.700000               NaN       1.950000                   Transit                                    <a refstr=PALLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A..41P/abstract target=ref>Palle et al. 2019</a>
        K2-285         K2-285 b       3.471745      0.038170   0.030457            NaN      9.680000               NaN       2.590000                   Transit                                    <a refstr=PALLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A..41P/abstract target=ref>Palle et al. 2019</a>
      HIP 8541       HD 11343 c     228.537310      0.923000   0.804000       0.804000    255.534039        255.534039      13.900000           Radial Velocity                                      <a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>
      HIP 8541       HIP 8541 b    1852.143870      3.729000   7.714000       4.710000   2451.728332       1496.971797      12.600000           Radial Velocity                                      <a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>
      TOI-1246       TOI-1246 e      37.925480      0.212000   0.045622            NaN     14.500000               NaN       3.514187                   Transit                              <a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>
      TOI-1246       TOI-1246 d      18.654874      0.132000   0.016990            NaN      5.400000               NaN       3.431397                   Transit                              <a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>
      TOI-1246       TOI-1246 b       4.307440      0.049000   0.025485            NaN      8.100000               NaN       3.010000                   Transit                           <a refstr=TURTELBOOM_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..293T/abstract target=ref>Turtelboom et al. 2022</a>
      TOI-1246       TOI-1246 c       5.904137      0.061000   0.028632            NaN      9.100000               NaN       2.451098                   Transit                              <a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>
      TOI-4010       TOI-4010 d      14.708860      0.113000   0.120033            NaN     38.150000               NaN       6.180000                   Transit                              <a refstr=KUNIMOTO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166....7K/abstract target=ref>Kunimoto et al. 2023</a>
      TOI-4010       TOI-4010 b       1.348335      0.022900   0.034610            NaN     11.000000               NaN       3.020000                   Transit                              <a refstr=KUNIMOTO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166....7K/abstract target=ref>Kunimoto et al. 2023</a>
      TOI-4010       TOI-4010 e     762.000000      1.570000   2.177275       2.177275    692.000000        692.000000      13.300000           Radial Velocity                              <a refstr=KUNIMOTO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166....7K/abstract target=ref>Kunimoto et al. 2023</a>
      TOI-4010       TOI-4010 c       5.414654      0.058000   0.063902            NaN     20.310000               NaN       5.930000                   Transit                              <a refstr=KUNIMOTO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166....7K/abstract target=ref>Kunimoto et al. 2023</a>
     HD 202696      HD 202696 c     946.600000      2.342000   1.864000            NaN    592.435120               NaN            NaN           Radial Velocity                              <a refstr=TRIFONOV_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...93T/abstract target=ref>Trifonov et al. 2019</a>
     HD 202696      HD 202696 b     517.800000      1.566000   1.996000            NaN    634.388680               NaN            NaN           Radial Velocity                              <a refstr=TRIFONOV_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...93T/abstract target=ref>Trifonov et al. 2019</a>
          K2-5           K2-5 c      10.932410      0.081800   0.018000            NaN      5.730000               NaN       2.260000                   Transit                              <a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>
          K2-5           K2-5 b       5.735940      0.053200   0.013600            NaN      4.310000               NaN       1.910000                   Transit                              <a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>
      TOI-4600       TOI-4600 b      82.686900      0.349000   3.020000            NaN    959.841789               NaN       6.800000                   Transit                                <a refstr=MIRELES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...954L..15M/abstract target=ref>Mireles et al. 2023</a>
      TOI-4600       TOI-4600 c     482.819100      1.152000   9.270000            NaN   2946.269333               NaN       9.420000                   Transit                                <a refstr=MIRELES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...954L..15M/abstract target=ref>Mireles et al. 2023</a>
     HD 102329      HD 102329 c    1123.000000           NaN   1.520000       1.520000    483.101600        483.101600      13.500000           Radial Velocity                                    <a refstr=BRYAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...821...89B/abstract target=ref>Bryan et al. 2016</a>
